# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [002] dN.1   876.401213: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.401270: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.401274: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.401453: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.401464: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.401481: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.401491: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.406345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.406345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.406348: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.406351: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.406354: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.406359: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.406360: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.406364: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.406366: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.406382: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.406384: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.406390: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.416184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.416184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.416189: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.416190: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.416199: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.416203: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.416221: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.416266: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.417459: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.417465: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.417490: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.417497: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.417542: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.417552: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.417607: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.417610: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.417667: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.417671: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.417848: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.417858: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.417875: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.417885: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.426025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.426025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.426028: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.426031: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.426034: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.426039: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.426040: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.426043: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.426045: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.426058: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.426061: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.426073: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.433861: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.433867: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.433893: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.433899: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.433943: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.433953: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.434006: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.434009: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.434066: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.434069: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.434248: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.434259: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.434277: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.434287: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.435865: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.435865: graph_ent: func=gic_handle_irq
           <...>-22189 (-----) [003] d..1   876.435867: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.435871: graph_ent: func=generic_handle_irq
           <...>-22189 (-----) [003] d.h1   876.435875: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.435875: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.435880: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.435884: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.435886: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.435902: graph_ret: func=gic_handle_irq
           <...>-22189 (-----) [003] d.h1   876.435908: graph_ret: func=generic_handle_irq
           <...>-22189 (-----) [003] d..1   876.435914: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.445705: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.445708: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.445711: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.445717: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.445725: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.445736: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.445744: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.445811: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.450264: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.450269: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.450295: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.450302: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.450349: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.450360: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.450416: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.450419: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.450476: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.450480: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.450659: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.450669: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.450686: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.450696: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.455545: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.455545: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.455548: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.455551: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.455557: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.455559: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.455561: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.455563: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.455568: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.455578: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.455582: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.455593: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.465384: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.465384: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.465389: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.465389: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.465400: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.465402: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.465406: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.465419: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.466666: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.466671: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.466697: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.466703: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.466748: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.466758: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.466813: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.466816: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.466872: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.466876: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.467051: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.467061: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.467078: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.467089: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.475225: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.475225: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.475227: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [005] d..1   876.475227: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.475231: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.475235: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [005] d.h1   876.475238: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.475238: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.475240: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.475243: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.475246: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.475259: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [005] d.h1   876.475259: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.475262: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [005] dN.1   876.475289: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.475345: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.483068: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.483074: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.483100: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.483105: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.483150: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.483160: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.483214: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.483217: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.483274: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.483278: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.483453: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.483464: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.483481: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.483491: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.485065: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.485065: graph_ent: func=gic_handle_irq
           <...>-22192 (-----) [003] d..1   876.485067: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.485071: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.485074: graph_ent: func=generic_handle_irq
           <...>-22192 (-----) [003] d.h1   876.485075: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.485080: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.485083: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.485086: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.485097: graph_ret: func=gic_handle_irq
           <...>-22192 (-----) [003] d.h1   876.485107: graph_ret: func=generic_handle_irq
           <...>-22192 (-----) [003] d..1   876.485115: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.494905: graph_ent: func=gic_handle_irq
